1100 5000
302 758 5920
780 721 9802
1004 521 4431
15 983 4274
661 868 3153
149 503 7392
952 460 9932
250 674 9915
473 928 5403
988 403 880
468 704 337
39 535 6209
492 438 8181
674 452 1163
948 165 1982
352 465 7437
644 468 9396
227 718 3669
1041 90 449
1044 130 5451
675 749 8506
912 939 6693
1072 331 9430
653 1004 4134
267 1003 9850
749 255 3114
937 1050 9682
332 176 9751
553 269 140
753 364 2721
255 1038 1869
612 1001 6208
404 973 1890
786 677 3345
519 943 4848
720 743 2254
133 579 6603
166 1063 530
916 667 7598
656 471 5913
828 725 3651
497 236 203
156 792 9075
297 477 7503
341 47 3946
440 918 9440
793 1050 5071
147 116 233
777 1031 7651
726 738 1421
1039 466 9697
189 14 984
643 321 1975
818 617 4803
872 9 3601
617 601 8218
309 445 8120
579 592 6635
963 268 6217
913 993 7007
385 1083 5372
581 323 2237
64 966 7457
491 835 5625
445 606 85
446 275 2037
263 583 7382
334 61 9073
368 75 3992
637 987 3384
543 423 2219
914 1003 1441
502 118 7606
410 760 6140
1086 105 4546
670 702 9472
1007 16 7654
840 350 6866
12 869 7340
703 405 3078
338 947 5500
1056 912 654
997 465 9523
802 874 435
494 859 8191
791 581 6392
262 639 5959
315 378 2308
732 389 1129
123 143 5933
500 480 6432
351 588 1643
256 636 6508
430 489 4833
264 982 5892
506 672 2472
197 933 2962
208 299 2039
567 1030 1479
695 204 8921
128 703 452
659 105 1939
53 360 1174
1012 790 5763
797 105 8196
188 611 3020
311 959 3352
1072 218 5903
162 785 1184
740 379 2888
512 658 442
763 368 9347
654 421 2958
79 484 799
1093 180 3304
889 519 1366
408 981 1376
1011 4 9294
965 165 3778
849 904 5956
1088 467 8114
929 130 6681
875 935 9653
385 1013 9889
683 1006 2220
1086 946 8891
203 405 2371
279 467 1975
572 332 9739
549 232 3495
1056 219 2161
21 47 2542
454 1074 6576
358 358 8141
898 1040 6646
518 78 9343
808 280 6547
978 710 4313
204 181 4896
543 881 3127
989 989 8245
801 61 7044
743 514 8869
670 1024 326
510 821 4917
407 390 5946
149 97 4778
447 127 2787
112 330 5620
107 1024 7052
486 1064 3040
1082 765 4401
625 559 4166
293 280 1989
470 790 462
739 96 5451
136 397 5848
913 995 6726
200 6 3707
1071 265 6531
622 902 1394
214 883 6810
814 408 5320
31 852 3500
272 374 9489
233 164 2636
583 299 2284
82 112 4979
959 463 7736
1066 433 5452
1096 1054 7605
141 167 6088
103 32 647
622 215 3798
321 486 4923
961 870 2586
749 352 9085
932 586 5548
62 444 8410
450 409 5994
153 556 2647
758 849 466
45 3 3849
43 624 6963
892 1097 4500
1015 9 569
352 757 6973
1088 741 9558
835 954 7753
96 455 2562
889 608 9569
688 417 3817
653 613 1171
953 655 7895
368 446 6543
419 512 6603
240 864 4360
412 851 1152
221 586 1957
473 681 4512
186 470 6971
607 209 587
775 1013 7799
946 865 5605
792 284 1450
634 703 2962
636 942 2725
447 405 2527
50 625 1564
607 149 8245
518 487 1266
88 1093 3274
226 767 1086
824 612 4902
180 303 8038
929 1088 8640
142 776 6333
218 122 1737
45 172 7113
608 930 3861
904 347 7247
721 586 6839
746 811 9158
683 686 2669
385 865 7972
522 693 4311
413 987 5586
297 104 8860
433 148 5283
397 908 6812
509 711 7958
956 484 2043
446 129 9653
703 812 4938
624 248 9854
847 769 3146
1057 233 3184
943 529 9988
2 13 8787
484 409 4794
795 917 8957
504 924 8892
798 422 1520
802 176 631
391 799 7478
844 545 98
1041 502 3482
25 344 7610
212 497 6922
850 32 8530
196 978 8999
404 381 9222
1095 230 8743
966 1031 6719
397 321 2169
226 64 6714
976 156 7367
857 180 7010
167 543 3558
740 293 9589
622 488 4618
320 891 3898
1093 1037 8527
88 902 4509
358 350 429
326 728 8844
991 603 2899
1057 511 2131
518 829 173
475 469 2165
615 142 5604
632 461 9446
81 605 2582
859 844 9236
467 101 3685
547 579 6112
842 621 2966
193 578 1377
823 1095 5305
895 622 8025
312 288 8066
367 1072 778
213 204 5383
146 1063 3326
981 581 7679
1066 180 609
929 1021 8829
295 113 6058
171 935 2953
1027 882 2126
152 245 3165
517 611 688
395 975 8592
1029 173 8106
154 53 7386
784 170 5917
892 151 9838
673 445 4750
1030 767 9137
434 693 3170
611 844 5366
1076 413 1328
715 807 503
406 735 8175
211 1040 3579
749 724 401
365 667 4751
54 391 9595
956 321 2661
744 906 5605
313 417 101
278 544 4213
1005 158 5071
659 716 8057
485 926 6496
364 726 771
564 143 1490
914 196 7480
760 51 1152
272 794 5458
628 158 5226
728 435 7269
292 492 4978
662 202 593
818 687 8571
1066 1050 6296
1088 665 2390
677 630 3986
809 441 8536
160 712 7882
569 239 8839
294 19 3126
714 310 5717
344 972 9818
536 841 9956
706 806 3357
654 794 421
743 522 8602
80 382 1142
568 542 3405
749 162 4644
1087 608 7662
912 373 6671
280 716 3094
950 304 4987
105 61 2492
462 714 5437
534 509 5311
288 740 9592
329 207 5785
134 955 5699
329 942 8206
542 905 9630
1064 237 2246
510 86 9349
796 342 9509
939 955 5375
776 541 9335
338 828 5374
129 208 8381
614 493 2587
312 821 4128
769 414 5185
498 378 5121
1095 887 106
895 582 2799
756 420 3854
382 247 6394
516 584 9021
441 865 9228
421 530 421
408 841 3593
387 661 6407
323 210 8236
343 205 5822
600 1099 6855
99 906 3826
552 187 8525
597 702 6260
217 43 6624
196 615 1753
668 74 7345
861 461 1605
519 935 6867
554 178 2671
527 929 7421
133 1027 627
158 630 4013
734 126 6915
794 494 7409
769 690 3875
22 409 2549
418 169 261
375 839 2195
541 292 9824
911 818 3253
483 2 5279
809 312 2461
222 1045 4838
488 738 1432
948 559 4173
922 580 3481
970 49 9302
530 423 8040
77 963 4284
900 925 7501
452 460 9955
83 168 2766
343 541 810
1032 80 6700
963 1027 7058
787 849 9989
868 870 2837
321 452 9912
460 528 1726
1043 479 7303
396 931 4062
850 65 2629
667 559 3370
276 490 5901
775 353 4928
884 191 7028
472 110 8397
261 430 2000
472 1042 7327
849 36 3258
1051 583 340
612 484 204
341 50 1662
762 326 9551
162 152 1655
741 88 2146
1068 711 7207
217 971 3437
916 494 1578
95 243 2265
852 345 6648
491 957 1031
194 349 4533
607 162 1610
409 475 8961
716 116 2700
113 235 111
719 451 6733
807 267 2479
836 361 9073
901 264 3817
600 754 773
630 1099 5273
1014 757 4334
623 217 209
536 932 7824
535 1044 6910
297 815 3161
1030 521 1279
360 257 2239
1032 57 8354
1100 656 7259
1025 337 5509
197 251 4765
631 873 7281
591 460 1065
666 995 8260
975 191 6074
635 272 647
713 631 7203
203 714 711
108 714 7818
766 638 9554
474 834 3156
1090 516 3881
823 158 7040
387 823 1686
46 698 1577
672 384 2500
718 149 583
72 351 4896
582 611 1961
799 276 6198
404 902 5584
260 891 4451
192 613 3009
431 51 5431
869 249 4980
245 920 8464
196 689 9864
778 760 5066
26 241 8776
1086 91 8252
584 494 5353
119 905 1195
169 1096 3060
377 579 2010
460 347 2658
139 743 7429
354 1090 6969
717 768 2128
635 945 6320
1010 930 7362
561 565 8456
65 683 1812
612 852 4960
671 280 1290
780 739 6136
190 1030 130
670 435 5771
891 204 938
618 838 5934
890 747 3664
151 360 3028
58 576 9611
870 87 4214
729 757 3493
370 589 5584
357 778 5465
1086 499 1599
856 289 202
446 1059 6339
979 1000 5138
394 50 8497
222 260 4472
884 181 4259
197 1061 7267
1041 330 9155
576 686 5284
40 823 3083
91 730 2223
192 75 8481
183 106 880
1072 651 6782
120 872 4641
691 655 2621
401 1003 5681
1020 944 1462
974 571 9747
758 611 3369
92 701 8098
966 1044 1225
547 278 8682
178 249 4132
11 368 604
103 111 410
375 663 7765
455 582 6160
68 608 7530
214 265 3692
82 508 9892
680 373 5388
404 1071 165
385 301 2066
68 311 3233
623 414 7195
885 788 1858
1049 295 839
108 362 9646
989 576 3562
281 809 2021
424 388 7246
511 943 7716
876 379 7016
541 447 1927
725 1069 9792
1020 1005 6879
1029 953 7925
367 112 1687
465 1 614
978 433 1722
1051 856 9462
396 267 5056
811 194 835
579 886 3633
505 662 4053
48 581 8858
226 509 2162
851 1028 3774
889 544 3926
402 573 9958
875 675 8113
636 1070 131
392 933 6176
678 411 1961
310 1067 3423
214 14 7755
23 391 6816
785 293 7795
558 81 6690
483 634 7062
992 409 3637
156 96 3658
687 487 8490
614 216 7852
327 525 7318
549 891 9383
555 913 926
122 597 3518
716 206 1551
905 840 9284
719 731 1144
107 887 240
564 625 1626
1006 290 8842
757 616 5518
627 64 2060
661 771 973
1086 892 769
704 660 7927
706 464 3666
89 234 4297
33 340 635
72 1056 2811
749 961 7000
542 769 1516
1012 447 6131
171 8 8601
243 1093 8445
1064 848 7104
990 605 7619
807 694 7053
103 878 1744
589 1 8999
599 749 3659
899 343 6280
866 254 7826
896 424 4033
749 819 2178
545 934 5777
848 975 6382
818 681 9627
870 936 304
314 424 5004
812 75 1704
223 25 9246
554 890 9499
79 837 875
864 637 4345
693 81 7030
421 1080 504
754 798 1136
680 719 6871
535 84 1047
390 1048 6473
994 170 3797
991 875 7238
142 5 2926
968 868 9463
412 612 7995
941 1033 9275
396 686 3624
531 418 1742
654 952 1726
252 394 2573
1024 287 4294
872 329 3168
661 470 3372
186 337 5292
348 900 1103
743 892 9287
169 187 9873
392 870 5190
233 575 1893
310 978 4986
334 1053 2524
527 824 3753
646 536 874
770 721 4763
813 1069 9762
367 863 9254
954 1031 92
26 474 7061
767 706 6087
411 68 1864
297 401 3568
772 1080 8643
476 777 678
650 598 2599
212 310 219
825 677 5181
1078 530 9463
570 707 336
1082 373 5893
121 783 4212
1084 131 1513
1052 1055 1144
894 430 9920
324 131 3918
322 494 4779
440 219 7255
472 196 6984
586 917 6542
1021 1051 8414
265 71 3549
677 206 579
541 309 4733
384 103 6115
1003 426 9245
172 899 5239
751 390 3857
1057 861 704
793 346 5873
134 418 6423
948 682 1145
496 410 5550
326 950 9559
111 233 1813
325 288 2990
821 611 5688
711 261 6477
819 218 6889
23 1010 6386
447 195 5303
821 42 2236
165 689 5046
814 67 1595
672 177 9380
936 653 1967
525 525 5977
64 136 6190
940 954 9859
780 28 320
965 626 4114
467 346 9656
955 510 3196
600 376 8962
246 99 4390
125 1035 5594
291 459 1819
120 523 1006
209 514 7011
819 346 6891
238 210 6516
951 829 8662
758 683 823
154 334 2198
867 579 8697
657 704 2131
302 46 1841
320 165 3515
777 525 9981
140 243 8126
630 480 687
797 483 6615
58 140 849
133 293 2082
430 60 8261
978 868 5116
208 69 8261
201 541 6378
867 369 9302
947 508 9597
424 37 1228
111 834 4662
625 1043 3202
1026 75 2746
507 657 2257
719 534 6124
534 894 2645
547 146 7285
724 1012 3753
477 1011 9061
625 334 6449
305 444 2434
466 121 2029
767 46 9703
413 704 6711
421 475 5397
45 60 7890
41 606 8735
425 381 7798
229 858 8708
541 534 5942
1042 838 6537
175 204 7109
503 22 8506
1058 434 9162
220 855 7336
1016 1051 4495
505 1091 5253
291 567 9633
141 947 3290
848 540 8524
941 481 6561
530 807 8416
238 362 938
144 471 3223
1057 690 7529
92 606 6331
438 162 2273
290 605 2639
523 745 238
512 644 7777
87 485 4409
500 66 2567
167 303 7928
804 598 2898
927 554 540
7 797 3545
138 135 8858
410 424 8862
301 946 7706
38 510 450
466 596 9386
274 147 1051
1040 314 8905
120 169 5103
617 1095 1508
1008 2 9105
752 291 5091
810 700 2014
523 1000 5860
829 1037 2621
830 554 8116
367 827 4315
917 919 3280
821 1038 5948
375 706 1895
635 614 8648
591 417 2538
681 278 5837
246 801 3889
605 681 577
677 410 31
93 776 3009
1059 744 5727
138 616 2464
485 43 8822
31 677 2635
678 319 151
515 999 6581
104 144 8081
692 901 5061
268 477 4322
550 721 5249
559 831 8892
385 20 6859
301 657 7901
922 687 9877
108 265 4595
810 779 7145
690 1034 9541
422 625 3993
682 1045 3121
555 494 5042
103 1052 3124
546 489 7944
505 941 1800
505 914 6586
234 73 950
280 882 3781
377 624 914
617 1045 2591
809 779 3035
529 233 4980
22 488 5084
346 85 5424
689 589 8464
740 146 9377
225 531 7149
127 962 8282
807 238 3005
472 1006 5750
914 866 4280
200 447 212
1080 468 7851
963 965 9736
386 705 9076
901 344 7421
129 721 3703
377 847 6165
710 705 4654
415 228 2360
216 42 9625
795 241 5923
658 372 3591
1009 386 4807
344 923 1164
419 723 4459
792 851 1279
746 279 5277
562 989 233
616 455 7061
727 670 1054
603 516 5246
926 73 4618
768 133 603
626 628 8626
89 99 3500
48 1042 4603
726 687 9081
355 149 7921
687 916 7775
147 694 7096
1052 348 3811
1098 173 836
415 1092 9668
269 618 2748
1046 706 6446
346 753 887
800 531 9773
280 885 1973
901 623 2140
1027 922 8985
723 873 2133
933 870 3857
420 336 7749
40 757 4966
287 702 3023
632 99 28
918 898 3610
942 230 9046
167 182 6568
458 108 9589
343 830 9162
575 815 6883
31 134 7371
731 173 1227
948 611 9780
771 142 6531
550 111 9728
859 105 7509
4 271 5090
871 728 2950
612 122 1831
1073 848 5545
507 1031 7631
429 661 7755
955 509 8666
287 331 3159
817 880 5770
196 638 8974
905 793 1096
846 563 4275
895 74 7497
826 198 5596
622 857 9726
552 185 339
807 192 6047
724 478 8929
782 194 2660
951 541 849
276 345 2541
23 91 655
498 37 4781
146 1014 4078
793 536 4486
119 1087 7023
257 945 2914
1055 720 4643
1083 402 2388
94 404 2228
842 832 8025
182 854 4867
236 403 5703
516 548 8717
46 241 9452
583 511 1890
205 919 3787
170 873 3806
612 1007 1459
451 1100 6163
679 841 9594
303 74 9199
169 309 2902
223 825 901
39 1022 8793
542 504 6303
84 709 121
722 1030 2645
827 542 6451
386 992 6902
500 722 8494
345 76 3767
1043 396 3376
96 619 8452
797 809 9425
789 403 4428
344 486 3188
816 107 8618
113 1085 1711
263 522 4854
717 1021 276
910 417 2351
77 360 5947
804 455 3117
155 303 6225
679 144 7427
758 487 4964
446 354 6270
215 466 4207
525 881 7528
878 497 5101
1005 458 6517
1056 534 7328
554 389 4083
670 543 6737
494 273 1380
873 83 7018
636 680 3772
506 894 6989
664 470 6769
91 247 2717
843 152 6975
760 259 9660
87 812 4149
21 381 5243
258 1026 2368
789 798 9950
707 334 7529
978 991 74
766 554 2943
487 796 989
703 539 7192
429 350 7550
841 588 713
389 609 3445
783 1018 1971
350 858 6420
151 464 5405
631 493 1547
904 311 9052
546 797 5448
587 551 8538
930 32 8487
432 872 8974
744 312 434
489 1094 9603
311 496 7861
1082 646 2224
1087 177 9169
33 132 2979
785 678 6775
284 316 5977
321 145 1208
859 576 8479
884 220 8290
418 860 2236
172 222 6331
632 355 3228
608 341 456
1076 374 8088
754 210 5417
280 493 3432
508 965 5676
616 723 6052
646 506 1623
988 1075 5834
223 147 7007
105 930 1561
784 589 1254
540 564 1279
579 369 688
195 800 7632
126 208 4296
353 975 1870
