100 5000
78 9 1619
60 93 4092
2 36 7000
35 51 7253
25 69 8374
75 39 3247
37 50 3001
53 3 5338
91 44 2664
99 62 3160
96 39 7421
14 51 7365
5 4 1000
56 38 8751
8 14 4619
33 40 1309
79 28 1910
32 32 3464
69 22 3159
84 73 9620
44 68 4711
16 33 8361
80 89 8364
79 44 8054
29 4 8119
99 36 511
59 67 9538
69 98 9970
84 18 3043
43 1 3315
62 96 2234
24 11 5066
84 90 2254
100 69 7150
5 49 7005
23 100 3840
33 58 9958
23 78 2007
44 62 5324
38 56 5277
5 69 8672
38 93 9283
56 76 4472
61 27 1592
10 31 9393
66 54 2492
6 38 4901
15 60 2179
22 55 492
45 93 6647
21 97 6615
45 86 1459
27 41 3187
50 2 6513
94 63 5844
86 29 5649
29 86 6438
29 100 7750
59 73 5904
50 70 6648
96 42 3296
63 86 8082
21 12 2422
59 14 1275
72 59 5438
67 96 4618
67 24 6303
4 4 3154
5 63 827
9 64 996
8 12 8937
4 74 3323
85 46 9786
6 5 9151
33 28 3009
70 94 7104
39 12 279
41 15 7435
94 20 4397
72 80 712
67 87 323
56 90 2548
30 26 2494
67 84 6050
18 16 9729
78 37 3022
34 75 633
12 15 8999
98 60 5870
46 84 3501
58 50 8540
80 57 7929
28 86 8807
73 5 890
22 22 1805
50 99 3341
23 32 115
7 96 4781
57 93 492
79 91 8075
79 48 4877
18 27 9833
99 54 8971
5 26 2075
94 99 4648
50 100 9698
90 74 4330
56 80 7877
88 89 1421
79 67 5711
54 45 1458
30 15 5337
14 13 7190
84 69 8568
10 62 5518
57 63 7770
55 52 8343
36 59 575
64 46 3463
36 76 9229
47 29 7725
56 10 1139
92 24 103
34 59 7071
53 69 9284
70 77 8546
39 83 4549
34 70 7407
8 33 4604
70 69 280
50 67 8860
74 22 8870
65 66 6493
67 99 3403
90 3 5323
73 24 6900
71 15 534
19 48 4204
78 55 8488
33 24 4808
12 25 5226
72 98 1200
93 14 8065
37 33 5715
39 22 2717
62 46 7292
13 16 4506
46 87 9053
1 64 1507
41 48 1682
100 60 8806
26 83 6956
25 75 7269
41 11 2553
55 1 7174
23 62 9472
14 74 5287
20 72 8225
72 72 9340
31 12 9588
64 64 5599
22 89 9881
77 13 4007
97 53 4469
50 59 4669
75 81 9931
46 46 9856
85 65 8627
9 89 3151
1 71 1914
88 34 6077
86 7 865
18 35 3829
24 84 6681
44 33 4191
12 59 2723
94 57 9569
2 41 5585
28 1 9825
78 1 3795
92 88 1881
20 25 2887
85 42 6474
13 17 3557
46 60 3041
36 24 2099
59 69 6555
79 70 8047
63 98 8448
40 27 9800
34 70 8988
66 90 664
5 26 2006
78 38 9722
34 35 4634
26 23 5057
24 33 3625
31 11 195
29 25 9744
76 64 5422
76 50 2792
15 67 633
78 71 3458
35 100 1447
57 85 1282
42 10 3504
98 86 836
74 68 9198
20 96 7822
15 24 9238
37 99 7239
80 65 3705
12 94 4228
21 29 5279
67 37 4064
48 78 6325
3 75 4162
90 100 4129
87 20 6977
61 86 4800
50 22 3750
88 53 2814
92 64 9007
71 36 687
50 3 1223
65 2 1600
89 5 3226
3 46 9726
83 33 3997
59 45 5782
58 94 6856
7 33 8
72 24 2224
31 95 6959
17 96 2013
40 60 2315
39 100 4071
65 2 8116
42 85 10000
38 43 7544
71 53 2689
26 59 6321
86 83 8497
61 13 3443
19 81 6438
84 72 7897
98 11 496
68 27 4750
35 20 8434
35 57 1228
30 79 1580
19 57 9591
91 42 8073
39 2 8737
81 72 2269
70 55 3541
66 4 503
14 71 29
15 58 900
48 92 4408
27 21 2686
7 91 8942
49 34 9535
21 72 6688
9 53 7360
29 22 6266
69 40 9370
71 5 7092
51 19 7549
50 18 7092
57 44 3265
95 2 8755
36 50 8940
23 22 9612
10 82 6916
69 11 937
35 79 8628
56 2 484
47 4 1254
48 54 9371
39 62 8767
3 8 1020
10 44 5722
49 66 943
60 27 4477
75 96 5887
64 82 1417
43 89 5218
27 35 6374
80 34 3079
3 25 9740
21 27 1748
40 88 8043
61 37 8160
56 48 8786
32 75 3633
18 90 8966
86 32 4154
56 10 2641
29 42 1974
7 44 5598
98 64 6777
97 55 4264
39 16 3352
50 23 7300
88 54 5726
20 71 3215
86 56 1098
91 11 9860
31 91 4401
5 97 6796
54 95 5811
30 91 2465
46 82 8832
97 83 5854
48 70 8007
73 42 7529
87 79 5837
37 69 4499
96 100 9890
48 56 1438
43 61 2532
53 43 3975
69 88 3808
1 84 190
6 32 4612
65 56 4353
93 43 4731
81 31 6251
80 78 5202
21 25 9909
58 67 5970
42 71 6512
68 39 2151
75 91 9886
16 97 7017
27 61 8325
31 5 4319
13 86 2449
64 17 8926
65 37 8150
26 46 3268
95 87 3738
58 6 8376
60 80 2367
45 48 7915
14 74 3027
38 5 5231
56 69 6716
4 32 8332
81 49 6320
82 74 5766
49 20 1904
86 29 5062
13 88 6341
31 32 1340
97 45 1966
23 82 8922
54 89 3290
21 44 1322
5 24 4570
24 5 9295
41 53 5114
97 90 1242
58 55 9829
50 85 7112
90 82 3757
55 4 790
76 9 2531
65 30 5074
38 86 3698
59 9 9254
53 2 8659
18 50 5648
59 7 7654
39 8 4339
51 97 2672
59 3 9327
48 30 5888
30 47 2717
4 84 7202
53 43 5662
6 47 215
64 65 2764
64 75 4722
17 14 2430
7 16 3578
30 74 133
9 73 4662
96 3 3160
64 6 4244
17 58 1538
30 15 7984
45 79 1400
60 94 6675
82 62 6340
63 69 1155
40 50 1228
24 58 52
38 53 7454
97 68 1211
92 84 8668
29 14 8135
65 58 9213
64 17 2958
90 50 4319
29 12 339
83 4 3689
62 79 6398
14 16 8003
19 13 7570
30 4 8654
49 33 3267
83 49 7976
47 64 5544
4 54 694
23 82 8557
13 17 2712
53 30 3291
51 43 1306
53 62 9918
22 91 6074
75 39 4958
93 74 906
68 20 1669
12 24 274
57 98 6708
13 10 8476
77 63 6805
67 65 1748
72 17 3461
42 90 451
15 65 441
24 57 1566
29 25 6686
49 88 5109
23 44 3858
82 8 6919
57 84 4333
61 50 2497
60 74 5765
20 67 5355
22 33 9919
15 56 5427
80 84 3503
65 84 9690
25 58 7385
34 39 8793
53 47 2976
85 8 9578
34 67 3551
98 39 7517
52 60 3901
22 74 4956
49 6 4291
3 70 3574
45 47 5784
29 80 4922
21 32 2169
49 69 4328
26 2 3146
28 99 2084
44 51 7944
44 24 3869
51 72 5074
41 27 4596
66 71 3894
49 51 473
23 24 3957
91 72 2325
70 49 778
15 76 2376
99 71 5178
94 66 9102
14 16 5925
40 56 9151
87 73 1173
80 22 3024
4 44 9847
60 86 970
36 55 9618
65 21 5693
41 19 3063
70 64 5628
23 78 4695
48 69 8202
50 55 6074
23 34 447
46 89 9890
44 1 5627
13 88 5633
30 53 3054
74 45 6324
88 14 3388
67 37 817
61 36 3685
62 85 9291
87 7 5176
34 4 8164
75 47 8564
2 11 1404
86 92 4756
39 65 3700
63 52 9765
2 18 2053
70 30 6488
6 43 8573
96 30 5831
23 15 4935
86 89 8433
2 42 944
57 28 8435
12 18 2952
63 32 1203
27 85 7873
32 54 1302
19 11 6045
43 58 4526
74 80 840
60 18 7580
44 71 374
87 27 4853
74 38 4070
77 52 7054
31 30 838
3 61 8944
57 32 1406
53 74 1164
78 99 6095
69 58 8012
100 2 4534
73 40 4360
25 65 4949
47 41 10000
100 24 1982
89 26 242
84 34 325
90 86 8099
53 15 8449
99 35 3607
11 35 1060
96 7 1751
56 84 468
56 30 160
56 81 8383
89 21 9361
82 5 4394
7 94 2232
57 98 7398
5 96 733
11 58 6167
22 54 425
25 9 2008
92 16 7689
51 23 4521
86 11 3342
46 93 9446
91 99 591
22 55 1588
20 11 1235
4 22 1193
70 95 8698
94 71 1758
54 62 1673
94 65 4796
15 2 3106
56 47 9550
53 37 8100
95 11 3206
34 30 3317
68 33 8390
12 54 9484
61 99 1055
18 52 3568
91 98 7184
38 12 285
43 19 2231
45 71 120
44 65 9830
50 98 5111
66 17 343
55 81 748
90 41 4046
96 59 4950
64 1 1147
99 38 7158
84 32 2676
66 76 3498
37 20 214
66 21 763
76 86 6379
70 92 959
17 81 3200
15 29 1210
64 44 310
62 42 1647
71 77 1030
98 95 5306
95 31 5277
60 97 4149
22 24 8886
100 94 7877
11 62 3309
62 76 2589
71 91 2932
32 52 7874
78 74 402
59 71 6396
16 17 2327
44 76 8023
92 97 1298
77 49 9791
5 59 3305
66 72 3180
54 42 3423
86 73 2474
11 2 2900
12 60 4670
8 28 3987
86 71 1062
60 15 3011
57 91 9859
100 48 5269
4 65 2440
83 70 8933
57 7 8705
31 17 2458
30 81 4869
51 40 7596
37 25 8619
51 84 5733
61 92 4175
71 91 1822
91 94 1038
30 29 1708
14 85 3114
70 67 9483
27 48 1215
47 99 8354
95 87 5930
13 89 1965
45 1 7756
19 71 9447
93 61 340
82 42 6320
89 7 8105
55 76 7223
37 2 3871
51 1 5421
56 95 9507
85 7 6248
49 3 5948
4 21 1171
2 65 831
94 47 6425
13 87 531
17 41 4559
40 77 4612
62 79 1912
82 34 406
40 18 5064
87 18 5266
35 22 1539
5 75 5703
87 68 1501
63 81 4288
46 49 3528
4 40 5057
15 53 3735
27 34 4269
84 26 8938
48 12 3356
65 98 1629
3 2 3203
58 41 4771
58 55 9003
97 100 4003
25 3 643
33 70 5495
67 96 3981
87 31 5606
25 30 2969
80 95 5667
8 97 1220
62 6 460
84 64 2515
86 60 4266
41 36 7569
83 68 6090
29 87 9037
61 73 3167
66 97 9897
35 28 4491
1 87 4839
20 1 6645
32 84 1408
98 22 6119
63 62 4307
83 96 1026
72 76 12
8 37 8237
27 2 8285
23 88 9865
65 40 8251
3 60 9351
47 43 4287
6 40 5708
77 54 321
35 89 2416
60 60 191
24 20 3979
12 46 6681
96 20 320
60 84 7860
63 86 6871
65 85 7813
51 42 5904
10 18 5409
30 52 3897
97 64 3809
40 87 7828
18 98 1825
50 45 9344
70 57 7579
29 19 8664
99 83 8300
63 86 1542
18 95 7211
26 77 9615
23 73 9778
31 12 416
10 30 9765
34 79 6109
29 48 5665
7 28 3035
22 78 7570
22 40 3555
15 9 9401
25 35 9077
39 9 1350
68 91 2761
83 52 3642
47 37 673
8 65 7820
24 71 2000
11 44 7377
80 17 4469
86 31 9177
86 8 3263
63 98 623
64 66 5065
76 100 4416
18 99 3204
90 6 8068
61 81 9290
60 91 5534
89 22 1450
9 7 4933
37 93 3192
100 7 9489
74 70 6306
91 45 7706
58 62 9804
62 3 5061
29 64 5493
71 75 7784
4 15 2205
5 23 2312
89 60 3856
80 11 9562
69 84 3483
26 26 2027
31 84 1541
86 45 6343
46 25 6958
39 95 5385
74 50 8999
78 55 4974
41 95 6133
48 75 8443
9 95 8878
43 20 2504
70 3 6439
10 88 1183
4 34 7507
14 24 1054
98 97 1003
48 26 1509
21 19 7504
53 66 8530
47 27 4076
77 69 447
32 90 5349
70 51 4937
4 7 622
62 20 7897
15 17 8193
70 16 2770
78 37 3940
33 89 5558
62 88 3536
89 64 5004
36 47 1046
84 16 496
72 71 2402
45 32 73
41 99 2541
85 68 5157
7 45 2893
46 78 8233
3 91 5972
38 80 8635
94 15 4133
91 50 9848
86 74 2370
40 18 6502
12 11 6000
53 95 8219
61 1 1963
53 99 3792
37 53 5883
9 91 8662
95 36 8928
28 26 5677
27 63 6550
97 2 8520
50 66 3130
1 70 1276
19 30 5729
81 34 427
73 22 7279
7 30 9821
68 25 3056
95 4 733
23 30 6996
25 78 6949
44 27 666
25 27 687
100 97 2168
28 78 4353
54 2 5475
85 8 1504
5 27 3780
13 73 6435
97 95 9317
44 71 4794
45 14 2073
10 38 7151
49 38 8248
16 17 3677
69 71 878
43 7 8437
98 63 8663
30 75 3187
64 24 4981
32 67 9652
26 11 5717
50 73 6307
52 21 2696
99 88 612
27 8 6834
4 2 8640
92 100 2203
54 81 6929
40 96 3552
73 28 1771
76 5 8533
44 54 4505
50 57 3077
45 56 6417
9 82 2524
42 38 3226
82 29 6377
84 35 2109
64 26 504
16 50 7231
38 77 9787
70 21 3892
27 22 3049
55 19 1856
71 27 7637
47 68 326
72 1 2007
100 84 7693
8 48 4218
11 15 5620
94 52 1548
32 73 1368
24 99 442
72 54 5112
27 76 5990
15 22 3557
41 45 9158
99 44 4993
91 3 7992
60 66 1706
79 59 609
27 90 6882
46 13 7732
39 36 6237
2 62 8813
91 29 686
48 21 5083
57 19 2026
1 61 2681
93 20 4846
50 51 2104
59 29 6945
92 26 6910
23 17 1397
12 18 5911
76 9 4439
61 8 3659
43 64 1929
21 64 589
1 8 208
46 58 9110
1 68 6138
97 11 1716
58 85 9932
55 96 2249
65 71 4657
55 84 7064
13 26 4979
41 98 3395
29 50 302
88 47 111
98 99 3430
87 96 7140
2 5 1677
33 11 572
82 27 1695
90 81 9378
54 93 5055
84 85 753
78 13 1854
80 53 501
42 50 1499
72 88 8146
63 90 3703
39 22 3213
63 55 8940
57 97 5320
86 2 2365
40 85 5649
44 63 2114
