1000 10000
934 550 6756
323 317 1216
453 83 1617
504 373 3016
915 895 8574
277 506 2235
739 629 8423
655 798 5798
162 672 4410
346 97 316
65 382 4217
172 704 7886
387 156 5968
4 659 693
371 926 6939
296 554 1444
531 292 3424
953 299 4221
750 460 244
511 157 3340
827 222 9722
395 393 8777
280 132 6285
600 487 7295
292 209 7220
230 504 8773
25 34 8417
800 338 4715
20 88 6526
615 950 9682
954 776 8255
27 523 9000
156 802 3131
440 401 4969
734 44 1177
306 625 6680
430 649 66
846 448 3403
912 819 8842
789 433 792
823 739 5919
77 117 8441
428 272 2595
558 63 4347
878 797 4391
54 102 6015
86 883 7016
151 729 815
905 992 7986
747 781 8770
890 603 2860
808 31 9977
601 459 1600
195 368 7663
541 246 1811
283 651 1264
650 88 1146
17 238 9874
183 143 1218
168 241 5350
938 130 1952
149 937 8334
125 889 792
77 435 5160
739 976 2757
901 610 8407
164 611 1495
309 627 2084
535 810 3578
752 329 4818
101 618 9299
404 767 6588
737 243 1476
529 319 2911
40 409 5238
796 309 9199
554 824 810
400 133 3436
484 667 597
61 770 3926
231 222 4895
881 625 3661
468 361 2904
296 241 574
206 632 4335
795 427 5995
993 333 6819
154 732 7951
590 215 1969
538 628 3738
815 210 4959
710 90 3935
722 910 2647
625 205 8240
551 410 5871
885 556 4650
879 548 2982
697 702 8713
999 643 280
967 532 1259
56 699 2820
366 408 4261
300 129 2170
299 106 4374
538 8 135
408 892 4690
57 122 3590
390 171 7643
455 169 285
86 488 1168
696 543 7866
515 261 1625
775 912 9754
945 210 4211
318 747 9218
805 507 5461
494 915 8934
83 305 104
725 111 9625
361 196 3112
529 891 7006
746 757 6266
371 531 7530
476 827 739
686 145 6838
255 949 1696
67 794 3610
1000 229 8266
104 953 4376
728 666 4923
191 546 1165
196 291 5921
814 13 3452
343 488 2278
433 525 6774
622 779 7074
317 845 4220
927 197 5448
544 300 8400
920 379 2417
194 569 5962
359 764 9605
279 929 8617
82 271 9105
360 56 1629
485 677 1760
911 994 4956
130 272 152
577 815 3803
328 86 9181
745 280 2101
706 990 3217
662 268 5145
279 350 1768
383 61 3823
363 897 4499
474 807 1844
430 288 3115
933 864 9282
736 192 4719
268 288 4350
721 345 9339
937 7 1959
81 285 9308
200 19 2720
22 381 2616
873 855 8775
68 636 9062
535 568 5278
816 655 5821
886 275 3108
236 995 9452
574 283 4458
532 715 3094
191 915 8112
262 288 3845
230 512 2051
4 580 4038
417 114 9957
694 281 3612
514 166 3238
973 401 4584
425 327 866
234 858 3580
680 401 846
143 662 134
987 243 8645
389 598 4576
426 15 4689
383 60 969
346 926 4487
583 898 6887
166 674 213
383 908 6423
314 939 1175
160 81 7188
645 68 3431
289 456 5028
865 234 7394
905 616 9454
226 961 3379
712 895 8628
598 412 8302
163 146 9561
937 459 5499
111 618 579
298 262 8646
80 903 4454
108 119 2039
853 23 8654
658 248 6966
36 959 212
16 909 2975
317 423 6120
877 359 9578
375 821 4196
953 470 2809
951 550 4063
756 9 6181
794 861 6556
799 871 9803
116 258 3114
327 273 3374
301 589 796
420 817 4506
349 191 9326
544 496 5147
705 798 2696
767 905 6056
300 698 6269
855 848 9139
9 963 4396
474 641 669
847 941 2609
994 712 3426
499 60 4968
176 956 7815
323 12 612
370 778 516
778 429 9565
46 283 2764
536 292 726
931 765 2718
951 964 2658
912 957 5721
337 808 8781
656 335 5088
471 657 1099
434 379 7228
302 156 9657
218 553 4939
982 88 5582
59 370 8347
777 673 9310
786 584 5618
507 920 5425
639 927 760
726 397 6768
176 831 2498
403 132 4005
59 349 7557
350 682 4996
931 741 718
277 869 5390
938 654 4325
908 512 4596
332 502 7522
443 579 919
563 754 8101
60 157 9584
65 567 1284
973 916 5966
321 847 7058
390 475 7278
779 765 9283
103 672 8795
50 355 3648
571 150 6227
841 64 3980
941 123 488
876 539 9055
160 864 7322
477 536 4520
886 925 5347
163 55 5463
445 509 486
591 558 2192
239 128 1341
465 969 7404
796 261 2879
284 137 1769
690 648 1632
11 124 6519
883 9 4443
229 171 3497
43 967 8005
528 558 2562
719 796 1042
412 612 8010
167 407 622
45 690 5758
166 731 7405
797 94 7880
668 976 7888
110 556 7410
607 598 5729
963 125 1638
525 195 2433
566 606 3396
927 773 5802
548 169 2844
658 334 3574
414 483 1667
294 150 7994
533 259 1549
295 217 498
375 180 8974
12 56 9169
796 973 5126
191 251 7898
344 150 9419
187 159 8752
113 573 234
131 218 6735
125 102 9994
25 748 2562
523 122 6093
496 133 3148
16 928 7472
142 470 722
391 814 6224
809 1000 3382
913 464 5954
498 595 4523
233 71 625
578 95 724
139 969 7846
232 817 6330
731 832 2258
203 973 1727
276 716 6892
499 876 4244
881 788 3707
186 286 9653
709 518 3723
685 95 170
408 585 3138
605 168 7954
935 899 3786
544 101 2110
622 728 7177
514 227 2053
757 459 1840
815 644 9477
468 704 5346
542 740 5792
711 148 3377
849 104 544
154 38 442
291 581 6894
753 555 6974
929 68 4200
333 176 4658
525 990 653
1 809 357
347 351 7096
138 413 1595
866 613 1699
410 767 88
203 409 9021
449 161 6575
422 442 5994
973 774 5169
630 298 510
282 651 5319
990 349 6021
86 838 6433
680 704 2398
730 113 9164
818 667 9572
838 115 2085
412 888 7526
405 860 651
925 841 3301
434 123 1303
104 112 3651
476 549 2488
261 581 1191
658 310 6655
173 127 5674
96 316 5140
180 727 2028
57 483 3239
708 759 7080
360 545 4202
662 648 7665
312 476 4566
799 736 146
342 393 8807
348 917 4286
21 12 5601
161 192 5680
540 248 4162
778 307 5273
857 666 6817
410 327 464
427 990 1291
992 141 3026
489 482 770
295 181 3686
580 202 7698
181 714 1241
860 253 1840
373 30 147
997 239 2164
813 648 2843
629 74 5832
919 417 9972
297 905 2805
66 200 986
104 131 6539
153 663 8252
745 874 856
584 599 1237
82 595 6475
246 408 7123
88 36 7196
919 306 3965
243 602 4869
47 20 1420
384 123 1551
274 627 3565
877 371 439
732 954 9037
969 36 4631
795 633 390
917 720 6777
465 990 5083
429 232 4684
649 631 2703
69 366 9177
971 640 1803
535 868 8173
973 600 6479
361 920 6866
344 66 1498
733 983 3217
862 799 4206
944 579 790
979 227 9420
34 295 3785
562 265 6776
365 152 6644
889 124 595
719 837 9866
584 180 931
81 264 7265
649 125 6063
855 420 7641
996 751 6868
415 136 1514
551 697 6779
679 61 8930
322 302 8405
268 20 593
133 604 3772
415 36 7388
680 685 1864
742 891 8636
735 886 2386
602 652 4873
467 554 2569
597 232 9982
526 905 5283
283 172 7654
227 304 1257
351 719 6645
738 750 681
953 491 7571
588 577 808
325 530 9811
197 997 8364
766 593 9596
747 471 6500
381 105 9672
34 331 5327
643 681 4397
287 770 4146
967 723 6989
889 310 6917
48 987 4447
858 535 3795
221 652 5387
816 750 857
668 130 1313
691 516 4644
369 158 3676
766 796 9446
263 114 168
603 2 829
872 49 3815
318 906 350
112 478 9353
850 646 8103
59 313 8232
371 3 99
366 723 2256
42 488 403
487 103 2516
654 57 8869
482 928 269
649 597 6526
350 708 6004
702 910 4649
804 968 5313
388 338 1315
486 704 7037
94 745 6877
496 583 1331
364 236 3739
232 69 4667
501 717 1263
26 418 7323
381 120 4584
29 275 7551
341 14 240
7 852 7295
396 945 2391
624 792 4973
954 155 5208
44 739 6629
710 239 345
325 616 2115
999 349 2234
582 377 1508
484 70 874
723 428 7725
18 175 669
408 798 2812
733 103 319
292 147 2057
920 208 4647
617 884 8262
731 882 7962
316 815 5691
175 650 6760
48 373 1539
772 742 714
792 501 7511
604 233 5966
922 877 7112
330 796 4671
976 764 3555
589 494 3788
551 809 9955
241 984 9604
352 31 9328
890 155 6421
603 946 6922
466 901 8506
431 174 6382
894 503 3530
564 478 293
470 67 5139
258 617 3947
212 857 7282
167 208 9665
495 449 8819
267 404 8116
540 869 4017
46 651 9542
779 896 4045
660 811 4874
953 281 292
91 890 1908
389 453 8116
671 619 5675
335 465 2476
505 732 2879
620 271 747
988 668 4749
530 799 1996
926 458 806
151 762 1086
443 204 9327
702 593 2779
818 615 7398
844 301 5214
319 805 9945
197 424 7568
295 764 235
395 293 3385
390 570 7843
196 720 2956
633 162 1160
312 864 9104
90 33 4070
839 228 9370
53 899 6526
997 447 7301
564 742 2064
151 488 6708
535 230 5277
729 425 5349
685 409 862
196 72 77
651 162 7461
720 1000 8689
441 52 2587
966 401 2033
618 316 4126
682 818 9966
389 705 5195
18 433 6971
718 469 2731
579 16 1803
656 18 6964
116 89 8315
156 529 4719
94 846 6119
127 464 2786
604 497 4956
569 237 9660
763 254 1092
85 971 4913
816 902 2280
618 909 2298
933 24 5386
247 532 7267
965 625 4464
435 103 4279
573 707 8775
528 627 7364
187 742 2617
630 826 8940
894 993 7193
174 610 1101
823 542 4476
208 141 6007
826 457 4632
290 244 5086
920 168 8792
47 695 4771
410 233 1864
378 214 7041
669 460 3034
861 633 7995
961 807 2537
437 366 4029
795 192 837
426 833 9080
864 752 4247
655 150 1293
777 559 9877
992 937 7443
33 605 8902
66 466 2886
60 778 1692
948 566 3409
328 361 2600
165 138 2784
596 1 1888
195 8 5037
839 784 9596
716 776 884
510 160 1488
411 577 1305
648 988 5083
691 936 3648
99 615 3008
51 131 4146
834 727 8498
73 921 8505
462 111 1641
57 178 9768
292 687 9927
779 449 1503
84 96 2490
518 786 1777
165 885 9744
525 935 874
22 120 600
519 193 5872
24 654 7983
664 62 3160
431 353 5199
709 483 6647
211 566 6743
52 435 9880
181 600 6764
924 124 2698
797 497 3170
397 15 7362
620 38 9367
954 53 2428
466 835 3780
664 543 1262
310 105 6180
404 157 3614
284 337 3565
47 260 9040
97 56 536
266 804 6551
979 776 1940
345 729 8345
772 194 9179
903 857 722
516 519 7178
47 922 8334
13 557 5022
577 604 4281
969 52 9689
504 669 1844
406 647 6619
698 991 4700
42 114 9245
572 368 5454
645 883 9972
823 282 2245
508 294 2154
530 222 3757
162 190 5160
850 46 6828
46 451 8826
16 500 4168
67 893 5281
312 465 5000
765 461 1882
88 283 7515
684 143 2808
837 672 382
945 833 6571
456 35 4616
283 432 7419
460 447 3270
627 514 4163
259 177 1979
258 941 7439
492 380 4074
6 63 216
166 252 7239
547 196 3071
469 652 6457
85 286 2888
855 98 5335
124 724 1200
286 983 3376
616 592 3668
55 83 2047
480 441 3461
47 606 3712
285 504 9260
355 972 5263
164 56 4900
51 262 6997
737 386 5721
936 23 9055
311 639 5646
330 45 81
376 524 3521
189 922 1478
252 206 7981
511 912 5952
125 75 8
377 126 6621
373 862 6
445 150 7029
851 812 6019
849 142 8063
929 869 9938
801 57 1859
278 309 7416
258 171 3327
209 648 2402
568 24 3879
189 748 3092
194 193 1241
574 395 8053
592 243 3546
6 523 3414
295 323 7471
505 600 2131
920 857 301
247 66 9948
1000 633 2323
878 173 8071
321 367 9263
562 292 4009
966 236 5252
511 593 5774
276 888 9097
98 392 6696
228 664 6553
881 910 970
180 261 9954
855 138 127
925 458 7845
539 371 136
547 688 5723
798 550 6316
924 826 8203
372 275 5946
67 855 609
971 735 1870
940 266 2130
894 120 1619
372 44 3429
216 934 5151
351 481 4839
74 630 2388
741 553 7565
295 924 7840
592 343 1694
201 665 5780
422 957 45
904 850 9517
874 221 5912
302 788 4846
805 138 326
643 563 307
382 655 4212
947 949 7487
138 541 6829
831 93 1494
962 866 8802
6 769 9651
874 643 3223
786 296 7362
631 100 9499
308 94 4414
614 828 2068
177 126 3369
664 263 7909
492 445 5353
337 406 1218
138 411 3987
140 637 7981
714 422 276
75 404 8728
926 711 8173
691 676 1000
110 853 1125
478 868 2739
738 359 1183
90 48 8588
308 537 1351
646 29 8987
626 94 3760
253 521 4163
332 798 3225
505 488 1252
856 949 2456
333 779 4323
71 516 34
254 606 7433
193 265 5321
543 910 3349
881 535 3795
640 139 1315
154 471 4464
378 327 1303
982 182 251
437 514 1029
112 937 7897
145 542 3502
929 734 1766
249 629 3027
950 509 8913
744 501 6051
410 654 5873
873 384 199
175 365 2733
777 153 4598
158 616 8534
54 112 2075
555 40 3809
672 289 1437
50 238 297
962 333 7797
364 742 4451
237 614 6186
787 140 7902
519 268 8406
117 425 2022
2 478 5133
77 384 5173
237 407 7461
25 456 8050
321 769 4382
470 133 475
272 721 8088
457 507 7579
710 26 2846
115 494 7623
136 495 7100
269 923 7484
441 159 3242
253 535 4698
654 208 3466
387 677 1950
861 300 9670
300 756 3177
878 817 5202
75 931 3047
697 67 2541
149 687 8464
984 479 974
225 731 1509
274 736 6716
92 122 744
41 982 8043
711 281 1150
239 510 7966
792 936 6896
838 633 9962
378 133 8648
193 116 8126
167 692 2208
675 966 5295
742 57 5416
485 449 9397
527 511 8029
676 749 2538
641 540 8474
888 377 3458
202 107 942
201 299 8409
327 465 9100
886 491 417
181 584 5825
948 68 7274
697 946 784
725 973 5885
615 965 1424
88 853 3153
897 54 7259
838 254 4909
246 932 726
697 170 6216
114 702 800
290 649 5219
915 345 1165
51 422 6137
935 36 8102
358 475 306
510 371 6359
120 560 3964
29 157 1248
754 853 417
321 318 3118
472 608 1118
691 522 7463
207 924 9236
695 858 6271
148 568 9745
453 77 3115
163 549 26
479 577 6182
726 682 3386
494 354 5704
963 826 1663
80 868 8536
894 426 3460
129 120 2317
399 620 2884
495 424 8313
961 939 5861
986 417 6789
519 494 1822
905 339 7175
608 301 6352
270 732 8219
157 626 2996
616 106 468
933 857 5087
168 351 9862
832 312 4800
692 649 6568
832 168 6413
5 72 4751
180 31 1051
531 300 9135
102 456 112
97 424 3217
564 708 7425
2 875 9776
864 707 2439
15 750 5439
583 934 8606
995 938 8029
98 469 3059
500 1000 1710
634 453 2518
745 901 8941
962 465 9648
738 818 3874
513 33 9932
303 48 34
94 982 7319
699 976 7256
80 425 9725
138 925 1076
848 558 5880
717 303 780
657 616 2596
656 353 6414
881 218 8446
813 872 9845
198 965 826
516 16 4154
771 95 4578
847 232 9502
274 431 8060
505 147 6714
285 155 2329
232 810 5033
645 691 4602
443 855 3474
639 52 9790
465 567 5805
618 689 5899
547 888 9483
49 513 8265
460 18 8412
173 654 7918
853 885 80
237 882 5122
839 676 2976
312 314 6379
453 130 6297
258 747 6337
156 646 6224
990 694 6089
255 153 9106
18 677 5111
935 529 3995
366 117 4876
487 955 8903
814 618 3217
544 71 1346
840 328 7445
529 835 6090
752 825 3135
192 431 6639
649 800 3315
759 86 8195
754 452 6311
981 938 2266
884 104 2235
452 647 3305
797 839 3984
593 367 3819
34 470 4995
168 662 5777
806 310 4576
472 421 5661
666 174 9112
977 506 6402
594 741 6857
828 192 503
485 341 2693
468 285 3411
638 319 8881
632 486 7894
408 644 9555
335 115 8975
996 133 6500
107 461 3358
860 406 2098
716 233 8642
571 69 7982
263 537 266
674 174 7936
906 158 7774
799 917 6417
705 252 9883
680 247 15
531 705 5827
888 565 3232
986 280 817
627 202 1885
960 465 421
577 490 2947
513 747 8104
286 545 8020
54 249 7271
288 280 7869
655 811 2574
481 698 4138
713 35 5769
529 13 7971
413 972 9787
186 549 4628
132 413 1374
587 698 4270
606 103 6518
229 390 6150
449 44 6960
22 525 5009
511 589 6044
280 117 5056
602 881 6380
740 66 3928
367 197 4692
740 135 3741
9 93 3843
878 321 7584
27 769 4980
338 143 1856
347 653 1444
742 284 912
797 237 5792
528 976 2858
455 694 1406
146 785 9541
886 145 1633
80 23 1305
16 401 6425
995 739 9567
850 437 7572
645 178 6207
556 326 9796
347 854 1771
204 660 5817
962 158 601
502 395 6746
134 827 7120
790 842 7872
214 836 5962
133 37 6398
704 681 7927
262 236 5605
57 934 5810
180 490 2469
996 451 2978
948 952 8373
45 437 1551
516 578 7392
388 791 3579
349 923 5615
99 978 7647
377 592 4234
333 648 1167
142 179 7656
963 526 1458
940 474 9409
664 870 2197
214 386 4774
957 125 9917
535 825 7191
501 275 4169
499 652 9760
732 336 3759
251 478 7938
258 440 4463
716 731 288
476 747 8510
25 960 9895
150 269 1371
66 803 6195
257 656 3470
777 154 7473
888 886 160
646 488 4637
935 745 2428
750 812 6511
389 640 5257
898 664 216
144 813 7836
514 231 2639
61 487 5646
882 615 1799
706 502 8036
865 499 5523
854 786 4620
281 535 6783
791 923 1422
47 173 7085
615 316 1250
450 182 7480
440 242 9318
85 123 932
236 828 8433
271 44 8283
146 897 2068
117 178 602
899 320 6877
321 719 9401
757 333 8068
358 134 4249
837 926 490
506 362 2964
437 597 9143
221 220 9187
504 365 435
571 481 8964
525 731 1284
753 403 5354
505 160 8686
572 517 8171
821 706 6448
662 211 2810
626 1000 5406
120 572 8625
658 75 4341
93 998 821
56 874 3904
691 978 2306
44 482 9465
81 405 9334
252 225 9391
51 887 8953
860 864 8952
618 335 6876
242 993 1950
583 85 5299
755 492 7524
658 183 5501
316 226 1334
132 307 6739
465 910 2315
207 960 8553
160 172 8416
463 789 3751
338 382 95
640 964 5179
290 71 670
814 80 7852
314 395 8430
1000 527 1088
90 343 349
404 550 2660
957 61 831
724 875 2971
826 213 1353
920 204 316
98 493 9738
120 306 7170
323 972 8564
752 323 2442
191 412 8137
539 815 5038
199 123 2098
381 847 972
352 672 8536
704 944 3091
371 393 3584
461 512 241
630 835 8564
545 938 9886
339 481 3649
475 19 9464
512 569 4938
961 302 5784
284 653 4808
172 708 5751
262 78 6495
197 890 5007
790 519 8193
353 416 4482
591 754 4962
239 228 6333
54 91 4901
992 51 554
127 686 7206
934 857 5265
36 119 2343
531 315 7232
889 456 7103
433 809 518
266 751 6271
228 989 8850
912 395 6940
164 386 5342
718 512 5027
275 798 884
540 185 2354
234 67 3020
817 307 9476
919 739 6636
788 357 4386
58 584 6374
259 847 4768
550 10 4505
243 727 1369
270 354 6518
505 893 5702
210 126 8121
581 942 2427
56 861 9518
691 648 3874
76 58 6809
802 668 4655
921 218 5016
778 460 2095
146 81 9448
663 937 2340
716 498 9465
836 79 4406
615 134 618
132 177 8618
357 604 1027
165 757 6694
171 678 8911
186 455 5723
280 952 2155
727 966 9092
66 681 1589
882 869 9019
288 835 8153
257 966 4681
874 674 284
900 190 4041
594 360 7070
856 545 3876
930 177 5827
85 903 2144
528 321 2176
468 202 4044
487 841 9230
991 98 4547
671 323 220
954 223 9409
346 168 6768
415 375 3665
290 305 2193
116 741 9095
259 620 5767
435 87 5321
830 925 8513
60 915 5962
606 585 6285
178 891 6859
586 236 4378
706 651 7752
722 940 5408
914 408 9500
360 18 9119
127 804 2206
799 986 4130
311 45 9397
273 2 9981
909 531 5223
119 117 6459
496 174 3461
599 895 7400
359 808 3159
858 167 177
977 645 6980
534 443 3965
15 106 361
411 730 715
744 638 5245
318 756 9713
776 603 886
236 553 5132
988 911 8291
146 769 5810
322 97 3454
654 982 9249
618 996 5354
331 759 435
45 854 8072
641 171 4179
706 299 3133
943 886 2685
75 873 4596
365 371 4716
174 44 5812
980 697 2793
580 667 6140
285 349 8898
719 745 103
142 385 2274
672 90 924
804 385 6809
840 459 34
435 175 7404
502 701 5447
313 32 7496
457 611 1162
949 895 9510
198 613 9606
301 754 3990
926 425 1432
849 580 2816
657 419 9626
42 206 152
445 707 3852
244 372 3235
739 828 4845
252 128 6739
113 326 5703
718 626 3456
59 903 3232
490 751 8163
657 759 4582
634 801 6139
786 597 4845
989 840 9216
224 578 8396
68 829 8523
159 941 4848
861 10 3825
669 69 7727
900 910 3829
415 567 2588
996 200 6740
134 337 7336
330 326 2528
546 549 7105
293 616 1286
167 774 4578
15 987 6588
191 655 4008
918 906 1917
98 320 5835
37 667 5387
776 152 723
464 482 2048
343 379 8948
447 23 9916
84 189 8041
14 555 9027
953 746 2681
960 15 8587
876 112 4906
711 149 8925
97 276 4076
171 91 7909
571 433 3287
518 232 1309
433 667 6850
474 680 8404
500 632 6149
533 591 515
119 819 8979
376 881 479
652 329 1754
728 499 9197
636 69 8981
275 587 8212
935 371 7231
784 844 7910
188 696 5894
688 228 8836
555 698 5006
533 425 3886
11 77 7214
116 156 2065
312 791 4133
293 417 5071
856 352 8442
86 487 8637
348 674 8332
593 714 2911
428 268 960
434 800 7385
319 162 7461
885 277 7968
949 589 7758
433 233 5527
504 440 9878
297 878 364
933 225 5390
617 817 7455
879 596 7074
839 29 3225
223 700 6386
35 584 4662
2 884 3602
111 316 2186
637 171 4978
866 467 2855
582 400 6431
323 368 1599
129 246 7194
202 84 8223
426 658 1274
163 692 7209
176 45 8092
130 508 759
667 144 3930
644 362 2396
498 295 1147
928 617 4866
878 97 112
72 298 547
646 75 7205
919 589 248
127 764 1293
570 245 800
328 912 4295
609 555 8008
5 405 2302
503 684 5270
369 562 4366
480 633 3015
378 630 4441
582 548 5029
830 26 5793
474 947 9389
625 274 5300
271 883 1207
631 239 3611
932 741 5294
554 461 4207
271 292 1191
286 670 820
726 603 4367
107 432 1744
899 257 4690
639 233 316
939 504 2550
145 486 140
107 417 7880
400 322 9693
959 593 2984
149 230 4653
969 955 8256
687 61 4039
783 311 9648
472 950 2232
139 240 6087
688 384 5572
827 490 9341
59 241 2662
751 551 6254
86 700 5835
91 20 6790
698 58 3202
88 840 865
735 664 9166
967 802 3405
405 842 1140
977 668 5981
317 78 9573
978 180 6124
584 266 3175
418 708 1546
559 405 5603
113 492 3443
977 579 2458
494 897 259
250 301 2100
389 277 8120
721 945 6197
293 923 8729
768 858 2346
942 275 8053
487 186 457
90 298 6300
884 626 8878
693 119 3126
951 368 2427
403 108 5055
874 180 4000
422 824 8274
150 592 4131
495 533 3757
547 372 3942
355 813 591
655 48 8216
884 740 8686
10 42 5405
788 444 9512
194 317 6043
545 739 1867
170 888 9458
300 735 8342
409 633 3713
702 988 7525
293 994 5924
860 229 8663
546 238 8705
950 377 4500
814 923 7817
856 467 3907
74 637 5146
531 288 3880
225 48 865
937 750 3852
814 394 8197
737 253 6425
752 150 8015
456 452 1743
955 265 2665
123 472 1132
29 546 8120
527 428 1407
406 652 7455
622 941 6556
473 754 9301
21 842 3905
798 945 9055
812 400 6506
906 707 2122
571 181 5593
54 562 1490
173 88 9270
931 845 921
737 467 2861
644 291 8966
944 312 5160
849 461 104
255 272 8856
112 177 5914
233 99 5446
177 504 5007
19 676 6094
288 959 5291
208 47 757
421 691 9047
738 986 4710
897 834 4170
353 440 1793
560 551 9322
825 783 5772
270 312 2276
277 330 3303
722 617 261
12 176 9660
768 596 5350
167 686 9335
876 934 5521
398 286 2960
542 197 863
863 21 8645
635 291 956
262 567 5637
564 288 9253
825 300 5429
836 419 3376
185 585 2061
871 813 2995
743 210 2632
55 103 9829
917 966 6849
561 952 9139
869 565 8057
505 128 9697
110 304 2996
890 139 1414
265 675 351
326 546 8163
672 288 1724
303 342 2826
131 258 7143
332 171 446
822 391 5010
879 247 4138
575 356 793
922 245 1932
687 862 5606
37 187 7503
199 210 3143
922 512 5484
100 995 8094
242 678 9616
688 499 7358
697 729 604
186 655 1312
979 576 8556
262 615 8417
867 651 2955
722 202 1516
864 475 4028
699 574 9374
144 168 8051
759 855 1901
116 903 2630
72 441 6284
383 419 2212
938 32 1826
707 898 1828
13 971 381
529 834 9208
908 533 4781
633 676 3300
35 787 6154
935 902 7409
916 973 4849
552 707 5619
763 997 1650
940 703 4899
119 67 2870
852 947 8703
59 854 587
191 838 263
491 872 49
996 159 7302
404 426 2627
604 977 7333
574 91 6329
223 382 4383
474 501 802
695 704 748
749 762 954
336 952 791
950 442 4663
350 438 7173
651 193 4598
629 797 9575
962 370 7017
642 945 2399
377 770 251
178 816 954
925 564 3715
878 251 6018
669 552 8460
683 901 6249
207 904 441
804 532 8589
730 845 6311
747 487 1607
497 215 5728
747 392 1543
52 668 4106
766 546 6709
135 566 3260
594 600 161
194 806 1064
987 961 4947
575 691 2792
237 789 3630
843 285 1844
570 383 4587
112 434 6254
570 551 7799
630 685 2716
889 631 9315
401 824 1120
816 810 5433
763 737 9123
554 973 8263
535 168 8899
378 89 1281
964 553 9066
217 474 5968
368 103 1652
83 991 3634
398 744 5458
869 559 6619
301 321 5707
775 226 9032
389 760 8199
287 137 1639
919 452 8191
984 669 4664
951 388 7766
955 470 7109
588 219 2852
397 440 2410
368 740 7083
426 867 3308
457 255 1068
7 894 8556
646 812 4008
836 148 28
852 450 4415
969 404 9884
77 344 8455
280 92 4894
690 811 4633
124 237 5851
431 693 458
498 700 7351
54 697 514
61 884 2661
88 735 6111
854 704 8866
89 132 4561
543 412 8653
436 453 463
421 928 5699
271 358 9744
80 856 795
430 261 491
296 673 3374
956 112 461
418 965 9516
284 53 3999
844 596 6762
848 383 6566
663 803 493
361 426 1851
456 505 8058
250 287 1318
740 582 8342
466 537 6453
926 307 2769
441 942 821
439 137 1768
201 985 4151
766 647 8953
259 359 8378
461 167 9235
518 416 2521
187 156 5102
528 621 5990
332 898 7648
100 338 2589
920 128 1726
40 680 62
190 798 1708
494 408 1418
872 868 2584
458 737 2352
978 923 8507
431 802 3479
772 133 1376
420 232 8065
8 503 7544
85 542 224
146 83 9021
205 577 4428
623 800 4647
558 257 1383
909 234 2305
767 16 2106
597 787 3590
972 206 6821
388 566 1675
932 650 3569
155 796 6651
527 1000 6227
306 974 7026
952 884 8282
334 144 8867
990 911 3882
447 507 5669
36 831 8226
208 218 4143
882 149 8793
450 655 4940
101 181 7939
679 486 8265
705 789 2148
338 122 4643
205 111 1553
438 557 5412
458 944 7594
684 151 9811
178 33 2312
970 834 5318
261 286 1499
552 965 4336
816 21 8477
315 358 2598
957 914 8061
862 352 6969
625 809 2913
218 844 9063
380 22 3447
691 343 9633
361 604 7918
859 155 7234
546 322 8254
22 636 5612
972 944 877
32 157 5228
1000 781 3389
264 350 7232
327 730 3605
125 772 4948
757 132 8903
27 342 3409
260 240 6730
514 613 3717
477 584 9012
353 967 4169
933 319 7301
321 582 9651
904 260 3732
861 385 1855
160 493 9339
62 519 4032
470 779 6623
551 644 9236
267 472 7171
278 824 8490
446 108 160
99 780 8741
749 36 2353
832 896 8089
38 55 5581
376 468 5452
760 289 2230
382 839 3225
969 105 7696
492 382 2871
981 180 3979
140 278 7110
232 378 3145
584 561 8392
24 598 1446
605 326 265
56 437 5553
637 818 391
213 139 4847
908 630 1581
778 962 1112
108 453 4389
218 684 118
714 620 5678
106 643 5627
903 599 2952
520 6 740
72 994 6558
815 206 5048
13 465 7029
593 243 990
704 702 3442
444 271 9477
913 337 5096
590 442 1091
569 696 6689
872 215 3695
612 639 688
521 805 7246
568 817 4710
596 762 5952
937 817 4006
730 613 9628
206 525 5964
302 467 7757
392 35 6453
432 906 5019
126 517 2657
166 37 2461
411 956 5630
120 551 3743
424 839 1559
781 568 6171
408 774 4048
372 427 4514
480 170 9548
932 953 4805
303 79 8322
959 596 5710
772 6 5666
753 477 1568
495 900 4407
405 680 326
576 440 2451
623 811 5877
488 642 4398
35 926 8351
839 228 7781
512 538 3376
222 309 8733
239 413 2209
806 907 2461
564 312 7140
890 239 8579
340 213 2741
569 700 7383
966 86 5308
668 276 1535
800 140 5072
175 713 4733
259 951 6145
468 756 9404
928 320 6067
419 209 8657
350 548 4869
90 468 1920
824 434 3005
483 453 5632
17 253 1771
441 779 3483
525 38 2785
21 857 8541
776 136 4212
842 906 3772
498 255 9671
718 697 4139
637 520 7924
993 3 9376
625 371 2628
747 163 3759
582 39 5148
366 60 9004
258 835 491
469 29 396
592 878 3651
263 596 5699
401 232 1218
676 577 4572
51 553 943
31 299 4457
789 232 3496
936 598 6907
291 207 4093
133 28 1121
528 619 9351
530 881 946
228 633 529
798 308 1105
369 711 1009
663 741 5660
120 881 4891
615 168 7840
873 810 3047
965 942 1074
438 821 2044
788 351 9277
733 930 6909
613 727 5569
70 96 8279
78 758 371
737 229 5603
980 195 2770
819 67 9931
217 32 4872
642 469 692
686 256 7394
962 340 4324
222 952 9050
790 21 2497
420 451 5607
142 187 2835
744 166 4030
865 337 6096
795 553 9479
18 195 8947
62 880 6554
455 193 6893
130 414 3197
532 556 6569
